,Product Name,Category,Selling Price,About Product,Image,Unique_Category
947,"Pillow Pets Signature, Friendly Frog, 18"" Stuffed Animal Plush Toy",Toys & Games | Stuffed Animals & Plush Toys | Plush Pillows,$28.99,"Make sure this fits by entering your model number. | Chenille | Imported | GET READY TO CUDDLE! Get tons of warm snuggly happiness and cuddle up every day and night with the Pillow Pets Friendly Frog! The plushest, friendliest, and softest stuffed animal you will find. | SNUGGLY BEST FRIENDS: Kids of all ages will enjoy the fun of everyday use as a toy for imaginative play and a large stuffed toy for reading, watching television, or studying with friends. | DAY & NIGHT FUN: Ideal for rest time and fun time -not to mention a comforting partner on road trips or airplane rides. Starts out as a pal, then unfasten its belly and quickly lays flat! | CARE AND MAINTENANCE: Wash on gentle cycle and cold water placing your Pillow Pet inside a white pillow case and tying off the open ends to prevent damage during washing and maintain plush. | SPECIFICS: Official Pillow Pets product. Made of high-quality chenille. Opens to a 18-inch flat stuffed toy. Product overall dimensions 18 x 18 x 4 inches. Recommended for all ages.",https://images-na.ssl-images-amazon.com/images/I/518dYIFWINL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GZ9OcoL-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41YxM1qoH2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51Z5lVACNKL.jpg|https://images-na.ssl-images-amazon.com/images/I/514k7yqp4EL.jpg|https://images-na.ssl-images-amazon.com/images/I/518X%2BjJCF4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51pXbX5pRCL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Stuffed Animals & Plush Toys
948,Trends International Trolls Poppy Wiggle Pens,Toys & Games | Arts & Crafts,$3.99,"Make sure this fits by entering your model number. | Dimensions: 7.08” x 1.1” | One 1.0mm Ballpoint pen | Pen lights up! Batteries included | Vibrant designs with fuzzy poof at the top | Perfect for any occasion, including writing Cards, grocery lists, calendar appointments, homework and much more!",https://images-na.ssl-images-amazon.com/images/I/41ojfinIsML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Arts & Crafts
949,SET Junior Board Game,Toys & Games | Games & Accessories | Card Games,$12.49,Make sure this fits by entering your model number. | Two games in one box A game that grows with your child! | Teachers love it for it educational value – kids love it because it’s FUN! | Build cognitive skills at critical stage in a child’s development | Ages 3+ 2-4 Players Point chips for fun & easy scoring. | Award-winning Easy to learn Unlimited replay value.,https://images-na.ssl-images-amazon.com/images/I/61ZNcWOiOYL.jpg|https://images-na.ssl-images-amazon.com/images/I/61IxhvH9%2BML.jpg|https://images-na.ssl-images-amazon.com/images/I/51kRNIfkcoL.jpg|https://images-na.ssl-images-amazon.com/images/I/51r3lViMPJL.jpg|https://images-na.ssl-images-amazon.com/images/I/618b7XbEpyL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ePz2II-aL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Games & Accessories
950,Traxxas Alias Led Light Bar,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Lighting,$19.95,Adjustable LED lightbar for the LaTrax Alias | Mounts to Alias frame and draws power directly from the Alias | Light can be turned on and off from the Alias Transmitter | Includes mounting screws | Use Traxxas stock and hop-up replacement parts to get the most out of your Traxxas RTR vehicles,https://images-na.ssl-images-amazon.com/images/I/41ppcKB06PL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Hobbies
951,"NPW Twisted Games, Akward Silence",Toys & Games | Games & Accessories | Board Games,$14.99,"Make sure this fits by entering your model number. | AWKWARD SILENCE BOARD GAME: Hilariously uncomfortable game lets you share how you really feel | STAKE OUT YOUR VICTIM: Take turns reading from a card and then use the enclosed pointer to identify your victims without saying a word | CAN YOU HANDLE THE SILENCE? Turn your next party into an epic night to remember | All THE GAMES: Search for NPW's collection of fun and entertaining games - the travel-sized classics, sports themed, hilarious drinking games, and more | SOMETHING FUN FOR EVERY OCCASION: Entertain friends with hilarious NPW gifts and gadgets that will crack them up",https://images-na.ssl-images-amazon.com/images/I/41wXh0AR48L.jpg|https://images-na.ssl-images-amazon.com/images/I/41NChsUv4UL.jpg|https://images-na.ssl-images-amazon.com/images/I/410Sex67HbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Games & Accessories
953,TIME Stories: Lumen Fidei,Toys & Games | Games & Accessories | Board Games,$23.99,Make sure this fits by entering your model number. | A copy of T.I.M.E. Stories is required to play,https://images-na.ssl-images-amazon.com/images/I/31ELjBbqD3L.jpg|https://images-na.ssl-images-amazon.com/images/I/31JGZy12kUL.jpg|https://images-na.ssl-images-amazon.com/images/I/6191-pftaTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Games & Accessories
954,"Educational Insights Design & Drill See-Through Creative Workshop - Drill Toy, STEM & Construction, Building Toy",Toys & Games | Arts & Crafts,$27.99,"Make sure this fits by entering your model number. | LET'S GET BUILDING! Kids power up their imaginations and build coordination skills as they drill & play with a toy drill, and chunky, kid-sized bolts onto a sturdy see through activity board | INTRODUCE STEM LEARNING! Introduce your little builders to STEM, and early math skills with Design & Drill See-Through Creative Workshop. Children will sort and count the colorful bolts, map out all kids of designs, and develop critical preschool math skills | BUILD FINE MOTOR SKILLS! Aim the toy drill, twist the screwdriver, or turn the wrench to develop the fine motor skills needed to tie shoes and hold a pencil | ENCOURAGE ARTISTIC EXPRESSION: Encourage creativity by following the fun pattern cards or creating your custom designs. This set includes a clear activity board, 120 chunky plastic bolts, reversible power drill, screwdriver, combination wrench, 2 drill bits, and 10 double-sided, easy-to-follow design pattern cards. Drill requires 3 AA batteries (not included) for hours of construction and building fun | OUR PLAYFUL PROMISE: Our team stands proudly behind our playful products, that's why we offer a 365 day risk-free guarantee on every purchase | MADE BY EDUCATIONAL INSIGHTS: Since 1962 Educational Insights has been creating toys and games that ignite the spark in every child",https://images-na.ssl-images-amazon.com/images/I/511Hz6AL9HL.jpg|https://images-na.ssl-images-amazon.com/images/I/51o6uTAP73L.jpg|https://images-na.ssl-images-amazon.com/images/I/51zRlDfjEDL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mwKtAC9oL.jpg|https://images-na.ssl-images-amazon.com/images/I/515ERv3tdLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mURslxZUL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qBhJwkkQL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Arts & Crafts
955,"Redcat Racing Monster Truck Body, Silver/Black/Red",Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Vehicle Bodies & Scale Accessories | Car & Truck Bodies,$29.81,"Monster Truck Body, Silver Black and Red | Bodies & Parts, Spare Parts: R1103 | Genuine Redact Racing Parts | For troubleshooting and warranty information please contact a Redcat Racing Customer Service Specialist at 602-454-6445 or by emailing amazonsupport@redcatracing.com | NOTE: Please read the User Manual before use.",https://images-na.ssl-images-amazon.com/images/I/41mTrPhz7JL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Hobbies
956,"UST Learn & Live Educational Card Set with Durable, Waterproof, Compact Design and Essential Outdoor Skills for Hiking, Camping and Outdoor Survival",Toys & Games | Learning & Education | Flash Cards,$7.43,"Make sure this fits by entering your model number. | DIMENSIONS: 3.5” H x 2.25” W x 0.2” D and weighs 0.7 oz | EASE OF USE: Contains useful tips to treat minor injuries when someone is hurt in an emergency situation | DURABLE: Education cards are laminated, making them waterproof and are help together with a sturdy grommet | CONVENIENT: The small size allows for storage in small places including pockets or for packing in a backpack or other gear | ALSO AVAILABLE: This set is part of UST's Learn & Live collection of quick reference cards for the outdoors and is great for everyone from seasoned backpackers and first-time campers",https://images-na.ssl-images-amazon.com/images/I/51BqP9EZEqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zwCg-OLtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WvdzObRxL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Learning & Education
958,"Mi-Zone Kids Dinosaur Dreams Twin Kids Bedding Sets for Boys - Grey, Blue, Dinosaur – 3 Pieces Boy Comforter Set – Ultra Soft Microfiber Kid Childrens Bedroom Comforters",Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,$54.88,"Make sure this fits by entering your model number. | 100% Polyester | Imported | Set included: 1 comforter 1 standard sham, 1 decorative pillow | Cover: 100Percent polyester filling: 100Percent polyester | Measurements：66-by-86-inch comforter, 20-by-26-inch standard sham, 17-by-9.5-inch Oblong pillow | Machine washable | This fun collection shows off various dinosaurs with outline quilting for a puffy look on the top of bed",https://images-na.ssl-images-amazon.com/images/I/51l9hKrKn1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51ekTs5YzIL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OqNPenIVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51khz9ZNfgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FCgM9OiOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Oqb98IXKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yoEVzADvL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Home & Kitchen
959,"Little JJ Cole Backpack for Kids, Robot","Clothing, Shoes & Jewelry | Luggage & Travel Gear | Backpacks | Kids' Backpacks",$19.99,Exterior: 100% Polyester / Interior: 100% Polyester Filling: 100% Polyethylene Foam Pad | Imported | STYLISH AND SPACIOUS BACKPACK: This multi-purpose spacious backpack comes with a matching folder | EASY ACCESS BAG WITH MULTIPLE POCKETS: The little JJ Cole backpack contains two exterior side pockets and a small zippered front pocket; A reflective patch is included for added safety | ADJUSTABLE STRAPS: Comes with no-slip grips; The padded straps are adjustable so the backpack grows with your child | SUITABLE FOR: Ages 3 years and up,https://images-na.ssl-images-amazon.com/images/I/51nteIghEjL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kFhiFCpoL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pGfBZ7EuL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zbJCcD2LL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zbJCcD2LL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mJnegfCJL.jpg|https://images-na.ssl-images-amazon.com/images/I/616pYM-TltL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,"Clothing, Shoes & Jewelry"
960,"Walthers Cornerstone HO Scale Model United Petroleum Refining Kit, 13-1/2 x 8-1/4 x 15 34.3 x 21 x 38.1cm",Toys & Games | Hobbies | Trains & Accessories | Accessories | Buildings & Structures,$64.97,"Captures the realism of the prototype, in a size that works on most layouts | Includes a main fractioning tower, furnace, piping group and heat exchangers, vacuum pipe still | Decal warning signs",https://images-na.ssl-images-amazon.com/images/I/51DrBJDFkUL.jpg|https://images-na.ssl-images-amazon.com/images/I/61fhMoSnZAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Hobbies
961,Lauri Lacing & Tracing - Noah's Ark Set,Toys & Games | Learning & Education,$7.99,"Make sure this fits by entering your model number. | Colorful, heavy-duty chipboard lies flat for smoother tracing of the fun shapes | Lacing helps promote good penmanship because it develops the pincer grip | The activities also increase fine-motor control, introduce problem-solving, develop concentration, and encourage quiet play | For ages 3 and up",https://images-na.ssl-images-amazon.com/images/I/514DnnFaKvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51gS8utmaDL.jpg|https://images-na.ssl-images-amazon.com/images/I/31f6EmTfbCL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Learning & Education
962,Star Wars Boys' Storm Trooper Winter Beanie & Glove Set,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",$14.99,100% Acrylic | Imported | No Closure closure | Hand Wash | Official Star Wars storm Trooper knitted beanie and glove set | Made from warm and durable 100 percent acrylic knit fabric | Storm Trooper helmet design is knitted into the hat with the intarsia technique | Glue printed gloves with the galactic empire insigne | One size fits all,https://images-na.ssl-images-amazon.com/images/I/41KKi-GXogL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,"Clothing, Shoes & Jewelry"
963,"BePuzzled Original 3D Crystal Jigsaw Puzzle - Fruit Grapes Assembly Brain Teaser, Fun Model Toy Food Gift Decoration for Adults & Kids Age 12 and Up, 41 Pieces (Level 2)",Toys & Games | Puzzles | Brain Teasers,$11.99,"Make sure this fits by entering your model number. | The Grapes 3D Crystal Puzzle from BePuzzled is a sleek, translucent puzzle with 41 unique interlocking pieces | Take puzzling to a whole new dimension with this fruity crystal puzzle | Enjoyable to work on, challenging to complete and beautiful to display | This 3D puzzle has a difficulty level of 2 and is fun for puzzlers age 12 and up | Approximate assembled size = 4-1/2"" x 2-1/4"" x 2-3/4""",https://images-na.ssl-images-amazon.com/images/I/51KvdcmKEkL.jpg|https://images-na.ssl-images-amazon.com/images/I/51wwbU4sqyL.jpg|https://images-na.ssl-images-amazon.com/images/I/51g3HtmBaxL.jpg|https://images-na.ssl-images-amazon.com/images/I/61zGJoICNcL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Puzzles
965,Iridescent Lets Party Headbands - 5 Pack,Toys & Games | Party Supplies,$9.99,Make sure this fits by entering your model number. | Iridescent foiled Lets Party headbands | Perfect for birthday parties and fun special occassions | Each pack contains 5 headbands measuring 19cm (H) and 15.5cm (W). | Part of Ginger Rays Good Vibes Range.,https://images-na.ssl-images-amazon.com/images/I/41mB0XI8WSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51z9cD%2BWTbL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iXCAaYOWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51NUNsg7oAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,Party Supplies
